Date,Min Temperature (°C),Avg Temperature (°C),Max Temperature (°C),Humidity (%),Rainfall (mm),Wind Speed (km/h),Pressure (hPa)
2010-01-23,14.750826945257787,17.21843115195886,21.6444798496972,46.79569665388648,0.0,5.077780617165947,1007.0682371364558
2010-01-24,19.81481877397472,24.659935677068894,27.41968213553297,45.77829665161884,4.779868826410689,10.242295818310927,1007.7860117736107
2010-01-25,15.413802042705214,20.104329645042867,24.271003715838106,50.70663315494767,9.170240712752513,13.57051567698128,1017.5359015185401
2010-01-26,19.469717363106533,24.304349887749837,29.01903357117682,58.32533667987534,3.7789052223111916,9.548424513595961,1017.6005437665302
2010-01-27,17.599199782766867,21.775015712649452,24.59547002002956,52.36288429199408,5.669057387902268,14.466381185556891,1010.1935979320245
2010-01-28,21.021740898045184,23.51404333501168,25.541776836985566,50.73026210919731,10.924367096232238,3.087429839318768,1007.913216419884
2010-01-29,12.325793455292573,15.230831543772025,18.07078161511797,54.50644168964903,0.0,10.93490483680826,1017.0969193623087
2010-01-30,19.16858184955082,21.97667589845599,24.38566221690785,50.12354049936396,0.20772526318124385,2.0755855890967654,1015.8567688159762
2010-01-31,19.169919812008946,22.929981265390285,25.869040824216214,48.553760568642815,4.915963178680141,9.89266101134291,1006.7231047121207
2010-02-01,19.850036905942602,24.03160434825893,28.62325441421444,54.346219743770185,1.979885471627247,8.002694871470752,1009.0664612314365
2010-02-02,13.890102810963274,17.837621207028995,21.470801085427087,48.833470254303734,3.64896201385554,12.22850304654709,1005.4408848235611
2010-02-03,19.00527300216142,22.269776676632354,27.246952555988265,45.354477355162395,7.683566504104137,10.811521300864298,1013.1574606086381
2010-02-04,15.294789529355086,17.91210178542235,20.49249133389531,46.92678054735407,2.3354903992106655,3.0687933772728426,1014.4698039545433
2010-02-05,21.40982975359002,24.429669219940546,28.331652751683162,45.60750122495601,0.0,11.277474595814297,1011.0633004363609
2010-02-06,13.862825734420149,18.80055065234325,22.485853325335047,47.32880924251359,0.0,10.317522954508126,1015.9710033696339
2010-02-07,17.276639635022907,19.663748129515113,24.156143922865823,57.92409111253233,3.2162699901628526,14.751288030447002,1011.8007134417389
2010-02-08,16.768000168509303,20.472990552914986,24.400877721033485,49.10335021546522,10.295613833871473,14.04543634071215,1019.5197370764184
2010-02-09,13.020056399320566,15.44185645753219,18.511812869508788,51.28144308707678,8.031984317000699,2.104208887396719,1019.0651103059703
2010-02-10,19.246447075764685,22.34286965847442,26.2727300635455,37.66343068763486,0.0,12.694685339461964,1016.7812793077162
2010-02-11,12.381245141312968,16.996108317494436,21.569144673739686,42.24069669363506,0.10862752921717345,7.880833452658459,1006.8950508860235
2010-02-12,20.439814615953456,23.92951349622322,26.553985892849134,46.80031707326891,0.0,2.712832137022365,1011.4901275665586
2010-02-13,12.86971371884098,16.79577082125673,19.581433955429546,64.55485591056876,4.91505292461774,4.182235021923922,1009.0339823846653
2010-02-14,16.719105409444452,19.170735179837127,22.000894454991453,48.512729076336186,0.11613786901111922,3.3941995009498696,1009.0186032101518
2010-02-15,13.031052256000311,16.303180935822052,20.17487416682289,46.83997630192417,7.023193455421469,3.5011026523704523,1011.3558207475214
2010-02-16,12.724573493360477,16.419101911560066,19.546325063561273,54.85609008898339,3.4728578983788827,10.867146358012416,1015.8061588853725
2010-02-17,13.746551637469992,17.231832675883247,21.61813681558476,53.5672899758779,0.0,4.848337343707069,1011.0871807893171
2010-02-18,19.275261496897777,21.790511593429972,25.382686505842315,50.816702125549654,10.285835917496966,10.157050026688715,1014.6560866010469
2010-02-19,12.668972273738618,16.825963286392792,21.60176717468368,51.865113607399316,5.960431731152347,7.127515667103795,1008.7965035664167
2010-02-20,12.995732098150008,17.04841279234498,21.671271474674104,42.21848440582121,11.36967590586902,12.932868864893727,1014.9340134298404
2010-02-21,19.014536499253722,23.261487602457333,25.520793769056965,44.78688336414355,5.131527181506408,7.856105914788866,1007.3647640828723
2010-02-22,12.615649768503598,17.104790388148636,19.912163764212167,57.85740744883619,9.6346626967316,5.27035156695872,1013.605537134537
2010-02-23,14.67657472089137,18.52533897351281,20.549529295112354,57.11804964631125,6.12366503415725,12.175787318656193,1014.4028982401559
2010-02-24,20.166720849306355,23.876766686124757,25.91508658077828,54.894588108572265,0.0,9.870687197711868,1005.1763704478883
2010-02-25,13.419755175549984,15.716968663079292,18.604410309963693,55.432509417849104,13.022313069887574,7.0531216872851425,1011.176778627163
2010-02-26,15.178859828290264,17.98348050268595,20.41274203184625,47.25380500696457,8.313105731526681,13.231705478661244,1016.1791258081632
2010-02-27,13.720640455919366,18.610509451819134,23.526006213163782,43.03111725633987,6.055144397939173,12.708089409240651,1010.0058559931789
2010-02-28,21.98128878703391,24.49274560574901,27.48757501794685,49.046923891700764,0.0,3.860783737219351,1013.945148137851
2010-03-01,27.855158772466496,31.211537308737014,34.51992488758132,16.351293794900705,0.0,9.842975623295406,1017.6901030886402
2010-03-02,28.55029889148318,32.41795089518272,35.01677100069846,17.851487437959904,1.9186195810407263,2.8376732068933586,1017.8012948338513
2010-03-03,27.466930657223205,30.086915439189408,34.67050811061245,30.410276037362866,1.0540292583628212,6.909350550259033,1006.1260557067925
2010-03-04,33.249714905258266,38.012317184295256,41.62538879625207,36.44346035424003,0.0,11.290280951584476,1014.3035050714099
2010-03-05,33.7094475393396,37.83246939586409,40.91488489932409,25.2805031272706,4.098935747465618,5.789100721577884,1005.9777555487075
2010-03-06,31.55336123612705,36.2496061047034,40.94780683462542,33.76733993281707,2.1840924489164637,11.236175099783829,1008.5944781291253
2010-03-07,30.034672996920186,34.10322638609355,38.43047447617465,29.878131269504976,3.2921806053604423,13.676734566361917,1016.0112130594026
2010-03-08,33.76910995854958,36.10900328011658,40.16842255446856,22.472353317930796,2.496059320430027,3.7270003548360324,1007.765327606845
2010-03-09,26.164796723377872,30.02270655881173,32.84116346888818,20.319674230443837,0.0,10.375020786620798,1007.849875118546
2010-03-10,31.128851745331186,34.085509272090164,38.771953445234814,33.543338172230506,3.138621307368083,7.910305996804395,1009.3818858827108
2010-03-11,33.98027053309093,36.471478561503346,40.730931005089346,22.42079425098514,0.0,6.43925945916154,1007.6394373534754
2010-03-12,28.54293121090884,33.33781169003664,37.20585230553371,39.291656887080634,2.9598672733502855,8.180329184920598,1018.097951001015
2010-03-13,28.983239279439566,33.77113370235769,38.54672026132074,22.655837576484647,0.0,13.682509050842548,1013.2433950334319
2010-03-14,31.0813295028131,35.72496055600546,39.02163602492034,31.283916577576438,1.121179214472786,3.109495234838553,1015.3640095243809
2010-03-15,31.306951426411043,35.165060373465046,37.579501112533606,40.53751749700247,3.363455414401418,8.417121068440778,1013.8346883266719
2010-03-16,35.817416160763294,38.40852189077607,41.22015099751837,30.04774722132295,5.78186337840712,4.734793162689813,1012.7000520678633
2010-03-17,28.18522808508497,32.9323804220248,35.483588264754005,39.7440045967903,0.0,4.845491661891989,1008.2276761216297
2010-03-18,32.075317832142844,35.079270119835954,38.52097855636616,38.15839194324831,0.013620107183885288,10.45973356412478,1005.5551381633319
2010-03-19,33.88015696877408,37.14071175234612,39.54351463482638,29.01728852912275,0.0,3.3448732004474433,1016.8682303651747
2010-03-20,29.603189890005964,34.27397190103189,36.438192462284405,27.668489070431377,6.7842145271440994,9.712135182650133,1010.468583243255
2010-03-21,29.121237116776186,32.51674573361289,35.246906146191215,33.23394256224617,5.937331427541594,7.9508668642243645,1018.154784136031
2010-03-22,33.905046995494885,36.04127669163477,40.9631625583048,26.087777671369196,5.527842531593568,3.100195181491318,1006.7635043112316
2010-03-23,26.361886441891485,31.33907582107115,35.72015255017548,31.27468849826281,0.0,7.553183030837734,1008.4084660062795
2010-03-24,26.002568467621632,30.697757226289777,35.59925768757998,17.744397550254124,5.422288307648934,2.3953916732939513,1018.3754471140487
2010-03-25,29.222169817247767,32.20310246929511,36.727667022253115,33.784972445393834,4.692798127280114,3.808451891848125,1012.0590608724888
2010-03-26,34.71082836181382,38.07558076841193,42.40829379877963,37.145567602972065,3.0319179019739586,3.3173013576352077,1015.9389835075614
2010-03-27,32.19465873373622,36.049806127915424,38.97575208716931,37.73975135509708,4.904674749558255,5.624925686260868,1008.5805299534483
2010-03-28,36.03956626511362,38.586735820344686,40.80953020484712,23.837716881579468,0.49418216698707773,5.063557328382464,1015.2288429206154
2010-03-29,37.019683421178556,39.35626600208115,42.90770008383509,25.15571600773748,0.0,10.366365065804455,1009.6383434749434
2010-03-30,33.72056493660086,38.41149349856779,41.43358766969952,21.769271074667717,0.0,2.0840119112416726,1014.2903411826965
2010-03-31,31.165154457212342,34.1362858112934,36.32231526991633,28.625669993247968,2.803948396079013,7.678850866429492,1009.7671238420262
2010-04-01,29.18539575417516,31.19666682580215,35.29348737046646,28.07764982409946,2.9788535641246447,6.41233019383418,1014.7227097452376
2010-04-02,27.20961550671231,32.04440284959584,34.715213030355876,22.75697226352766,2.4429853388701277,2.7165454084932246,1018.6798058779764
2010-04-03,31.343985172906212,35.80532039290668,38.76603419875253,28.00468156524034,4.333535417680441,8.65105857753841,1014.951677769795
2010-04-04,30.304248706795242,35.16401672020822,38.4763743602342,36.29252431351975,4.520494824817813,5.902527388581131,1011.5341612569568
2010-04-05,30.746373536522654,35.352169110033095,38.50915283714751,36.34142376439449,0.9313663778271288,12.31949956851207,1011.7065649145541
2010-04-06,35.686929566434486,38.14520273603092,41.63059551126443,24.61404160255329,5.429446199265741,2.9091635870347057,1006.3067321039575
2010-04-07,33.19891888744047,35.86881791655438,39.403862932371254,28.003525267575135,5.682755207166912,4.554830358499254,1010.6654533770742
2010-04-08,32.744966349228385,35.65468666894599,39.475616415838864,30.923142775132277,2.619808609751198,6.695583974530367,1015.8121276354876
2010-04-09,36.03217216802341,39.99426193460984,42.43203741348187,32.46901567449562,3.9268576759181677,11.584658678390253,1009.086355255625
2010-04-10,32.909624926128615,36.043018881991244,39.27483521393454,35.905671525276226,1.1672061688424478,12.203526674216354,1015.0343988145943
2010-04-11,33.80725181227302,37.678439755169705,41.40629932799033,35.431405012771044,2.206683005567788,13.79021471479733,1010.9415867656373
2010-04-12,31.108837845887393,35.43282204457412,39.704151492049,25.785110533109354,0.0,10.339024900367168,1016.1731079871287
2010-04-13,28.55524919016196,31.851325002479935,35.09477470176104,32.376054798968,0.0,11.019668266721624,1016.4079533198318
2010-04-14,28.028276369359535,31.522503957066228,36.10063709826015,21.207968863181662,6.627682365783661,13.04127099757181,1014.4974559612401
2010-04-15,33.07514492452734,35.65253367382711,38.692404070621585,24.579559481385026,1.752719604871726,13.972235688002053,1007.9566269173058
2010-04-16,32.75972671934854,35.0331033212734,37.23266965276732,29.27437841313417,1.1351724387679205,7.38179639550986,1005.3968214222621
2010-04-17,32.62409366221824,37.15790026657003,39.59976059276217,29.039741516720568,0.0,7.775740075180571,1009.0951452766136
2010-04-18,31.368836031544724,33.81271253246164,37.69935696595018,39.16311354976767,7.0786627374441355,13.291370369513947,1015.8997720042263
2010-04-19,33.680236896345406,35.81391445360722,39.93097646303377,24.986081261914507,1.3966195742639704,3.7441065562015576,1018.6899212648157
2010-04-20,32.80640090648118,36.42058410693753,41.35376047305806,38.937147112024356,0.33420191048747094,3.0374548371107912,1015.2289269409692
2010-04-21,27.646125705940666,30.35992460525604,34.274187062456406,31.893392618210584,1.5151281825582021,7.014500924793911,1009.7185017558439
2010-04-22,28.90741903017576,32.90740591766299,37.181043299098114,35.788870378876425,5.404571633999831,6.022834630567285,1014.245408043885
2010-04-23,27.285024966827777,31.152176777284986,36.0156672757177,25.34771806822824,1.910103029397709,14.490217578753866,1016.6250079979388
2010-04-24,36.20515699071693,39.02222745856075,43.910869328059746,31.19157086601912,4.788499019028383,5.418938443356362,1005.4981031053723
2010-04-25,27.89968504647961,31.86414582147169,36.55332283159334,30.522716223081645,6.889466885678132,12.22812278871474,1018.6013310143417
2010-04-26,32.315770525445096,35.41836324358689,39.56225126728509,20.77271826039241,0.14711774164231695,3.2063468288585435,1013.1010923094329
2010-04-27,29.817383261958014,32.67831749755121,35.20702758423783,31.54333253077239,8.125771293868699,5.037204938237333,1008.017944307301
2010-04-28,34.6422837054289,37.21823683870593,39.844986088530185,29.723294116969186,1.2142830145671297,10.0828240518879,1011.2553279694821
2010-04-29,29.273359044371105,32.9097896766785,35.432798447876934,26.665334553747037,3.8179383636101454,8.974695646290112,1011.9161291912928
2010-04-30,35.12109524640512,38.80802961972353,43.215089077563015,40.26000658748037,3.443968374652944,8.459743874667828,1013.1027796645565
2010-05-01,29.793718339248024,33.547947996318264,35.757416839639205,36.06391739683785,0.0,4.010873015283087,1015.1822670780721
2010-05-02,32.232059816199765,34.59272493979199,38.93203297525527,17.98357065309366,0.0,12.343883886675599,1009.6194665229791
2010-05-03,35.519899989927396,38.204331002738684,40.20500557960464,25.605525929673952,7.309888924717247,3.5581432665333543,1007.2652211730204
2010-05-04,32.46090595049811,34.78841707203309,36.91085443033,41.90585908865444,6.49609423845036,4.0641068998173715,1006.3035128679572
2010-05-05,37.35166191860186,39.50333190757976,42.65102981210766,32.60654866744264,0.0,12.445420192908978,1006.5936104730063
2010-05-06,26.34026944029947,30.172389295310513,32.25198682884635,18.718899790812568,9.165870057140866,7.75586226704494,1019.7430243510198
2010-05-07,35.19701270087366,39.63268662040627,42.49985171207824,23.201428590882298,0.061897023413794106,10.803433680880385,1012.427773510464
2010-05-08,34.12554066175875,38.618669949397486,42.93410954789586,37.18264328170892,0.460379729119331,13.776419584318717,1017.0770511261355
2010-05-09,27.614969379722574,31.692385770081856,33.827315293190345,17.377986293101298,0.0,7.406401199448202,1010.958100326011
2010-05-10,31.645270456236055,33.99180974474268,38.725385403109875,30.510973758084702,5.466349520898267,8.24353612698005,1015.9027923477029
2010-05-11,28.133401397593136,31.31276974231052,36.2245155623809,38.11221511162127,0.02343510882291877,2.7185266115442346,1017.0735691333491
2010-05-12,29.440615597561962,33.07818647215134,35.836049303384314,20.827241831872914,0.0,14.636486282096266,1017.4905550908434
2010-05-13,31.379080693540313,34.19327116289241,38.01975587068096,36.97007479399213,0.0,2.2129446708415905,1005.2480748218783
2010-05-14,36.98618060040748,39.62961123879177,42.3273415779165,23.36306761068932,7.541554978778382,8.379888960792043,1016.8048971187756
2010-05-15,33.98028893865432,36.43232357121034,41.3496795703659,35.34823988877296,0.0,5.533053714682011,1005.0320317639264
2010-05-16,37.31698885683825,39.52482498365357,44.468187520166495,36.09652983161732,5.839889093569683,13.842570589835217,1017.7289377227963
2010-05-17,31.46806981068645,35.32146091173714,39.78634868676917,20.261354551645155,4.135890932978556,13.770393057781412,1016.2042240425762
2010-05-18,34.44518510777897,37.885812900000325,41.52332172555035,33.268310601181746,5.24737316710066,11.21286854984873,1005.0877443618574
2010-05-19,33.58841804775574,37.68758263005466,40.69569571084598,38.69172989781421,0.0,4.919381750305462,1013.9173405253694
2010-05-20,31.995451177375294,34.40912278202158,38.45342717407699,31.537373689624612,7.177922540095573,8.655948110412236,1008.7716330746199
2010-05-21,36.280432900639,39.169248410336564,42.29878521583707,30.07642988653174,2.6788288089508545,4.275135807597727,1009.7861873596823
2010-05-22,31.63892363803273,35.1258134120412,37.265327070030324,32.6393796270522,1.5342034854483138,8.628291338021096,1018.1675501132439
2010-05-23,33.57268571501257,36.00282998159728,40.31193889543228,20.74403021864267,6.8931170487720586,12.44283169917916,1018.900567492051
2010-05-24,35.84556674631625,39.256169329454714,41.365763952991045,29.163585880826904,4.4313555826200535,12.175335421998167,1015.9504786275177
2010-05-25,35.974485760390195,39.451356346403664,44.1628960414329,30.78097043813247,1.534828155484746,14.998167484802934,1009.2438547558776
2010-05-26,34.23628663816989,37.260983195357646,39.650233659846606,19.624028113818078,4.600057359384996,10.626078797304409,1017.8288544176935
2010-05-27,34.03837738634928,38.941900689335725,43.703863091774785,19.41215211222284,0.0,9.934138521409336,1018.1812521066628
2010-05-28,36.19123092949535,39.482478591480216,41.730150234275726,41.829293324388935,0.0,14.138337505787154,1019.7973585787254
2010-05-29,28.020909643169844,31.512540294933856,35.51789855857126,26.082573776134396,7.987177168683788,13.412227105320095,1017.065872964177
2010-05-30,27.634304802720656,32.52125775874604,37.36929703381364,30.788124795871965,3.611611508817388,14.493178366534687,1009.9124679630971
2010-05-31,32.02618687421594,34.48839739296171,36.997653765633686,35.37140682047454,3.3816662196256315,11.92297713770008,1016.8930285574445
2010-06-01,29.13215627208142,31.570078055400632,36.538435263656694,91.08456903056855,30.01832236829063,4.901777762400333,1006.8196909454596
2010-06-02,26.07182120613262,31.054104121864533,35.8959868427317,88.68656143378871,12.306040381759237,8.386173598596677,1017.0977652287958
2010-06-03,26.696097946022125,30.878526743807512,33.19877081862946,61.242844566445335,44.640275307688164,9.643203536045005,1006.6022830347554
2010-06-04,24.365378478224365,28.78171042005892,31.908358819821373,71.55657657140777,49.17052797419781,9.952916554602943,1012.9617160066942
2010-06-05,28.867560328073125,31.053881669015098,33.62975853841065,80.39299250695923,82.60520233618158,4.294733618020938,1012.0429227322867
2010-06-06,29.5293332165351,31.896156515224824,35.41134986348409,78.01301073858248,24.037586582802707,9.851082762459543,1007.4025874710617
2010-06-07,26.365653326300585,28.81816255439058,31.6158965056871,74.9259711627551,10.840946827632276,14.945370089337302,1009.6804339999865
2010-06-08,22.18699011882831,26.1294552335227,29.346205171057846,66.2689072187618,44.96437358354371,12.74491810793222,1015.3621471948067
2010-06-09,29.004116985474734,32.65373264742765,35.675605651156694,67.66615674075882,42.426062934204154,11.372745803006271,1017.5000620737698
2010-06-10,31.817000661949095,34.543837128340186,38.4149672610126,86.9131895711847,79.82525642288554,11.282310887785636,1011.8194047757955
2010-06-11,27.596025151432222,29.788947997851537,34.5582342118322,82.58184837478987,46.17508576291968,12.151479486063707,1016.6692460967334
2010-06-12,24.72486317304051,26.915207855986687,31.1575692283784,77.40613652722026,25.373989539458297,13.981411475554124,1019.6056766499944
2010-06-13,27.065724568815533,30.66921640859302,35.17288280568932,85.06439147953475,45.70311089369256,3.572208195894814,1011.2007814349884
2010-06-14,23.125510922751193,25.979063541317498,27.987339399673708,90.11068700767996,37.835605494555416,5.326055858095822,1019.2198879140653
2010-06-15,23.417557817106793,27.393281452301526,32.15654917963189,67.64517850556985,28.00133971372232,13.073171585876693,1015.9076660503554
2010-06-16,29.671270253701593,31.8150027102157,35.391092841783745,66.30962420734882,12.09224659956811,6.0566031862413,1011.172960272399
2010-06-17,20.93791143041578,25.132176158954998,27.59904618525613,58.230765724147034,77.87547836837173,7.763220805446694,1014.0415016581879
2010-06-18,28.015530041765054,30.255648135835017,33.196324952942575,63.562652139567014,74.3358139067561,8.630640384977585,1019.2785778904728
2010-06-19,23.285886542878067,27.83390260817373,30.280045509577068,84.58852253819526,27.445514469963932,4.989620307638667,1019.3776186757798
2010-06-20,28.009201123781235,31.841698004572784,36.56306054784057,74.29164125106654,88.77636953860508,10.71047990278588,1007.0298611224006
2010-06-21,24.74305581700847,29.5886011984151,33.51048578208915,73.9048812572153,27.387921519809574,10.012226631935546,1005.6727311327937
2010-06-22,20.988845213245213,25.591797959821005,27.973446092569745,86.5944491478015,41.69841190031507,4.819707781847871,1017.4073551302172
2010-06-23,30.03051194677628,32.673346023762136,36.508198540720656,72.77275248507081,36.700868054237645,11.089576731883056,1009.4281124836692
2010-06-24,30.490058896220194,33.86795843408388,36.413482334649515,84.43375096688337,10.286203468786292,11.234117937335503,1018.0054145031467
2010-06-25,28.46279807501772,30.62798758525802,33.49256293586409,84.37185340807542,33.317999656556076,13.825640225285623,1007.5062397068432
2010-06-26,28.82448825063324,33.05343325401694,37.920704399700156,87.08391694670142,6.970909562533972,10.364414257011484,1005.3316441323667
2010-06-27,25.55574704862441,28.02353033161321,31.8921291704391,67.054827691555,93.23808584350941,4.17984256178849,1009.2057343055347
2010-06-28,30.2862913905123,34.32507834701099,37.301461482500606,63.66477459760766,46.008852944932556,14.264791221936605,1007.8390313695915
2010-06-29,22.669100792375918,27.376861820200677,31.246580983017147,71.70214989406418,73.25594036993735,9.873057339248172,1019.3555863591718
2010-06-30,24.36745472141008,27.34539930622477,29.588824463864015,90.43210608032498,17.060545853848133,11.71176617395036,1009.3464961270071
2010-07-01,30.57801728853602,33.98505268238666,38.8504998767513,75.95572553495835,70.70774587502396,11.537099881325421,1019.5543992358064
2010-07-02,25.529358332529647,28.339600127145605,32.67704135186574,87.74690260282235,73.6738612667585,9.291945800799425,1013.4018853897672
2010-07-03,29.133531371376083,32.26260903365767,37.16957065019271,85.26433848458615,71.68398533136194,3.1967868162965685,1019.0582119180702
2010-07-04,23.109688592444996,25.844333571516156,29.94316996329432,91.11545297055335,94.09596218013647,9.718440206636167,1013.0116847232221
2010-07-05,29.022575190749052,33.263013494477526,36.18233995875242,82.14145842002088,27.185008288959178,13.369569277672882,1012.4524973608364
2010-07-06,21.660728590316943,25.352818435133166,30.203320696291875,76.86114889006139,9.681599846335207,4.746678264862842,1013.4880431756236
2010-07-07,25.5270749514614,30.20079231837905,32.5616677357721,86.43360187434942,16.728078903917144,4.884800484577083,1007.3357008540355
2010-07-08,30.74937557436688,34.4442880976729,37.98393790722332,59.05005194460759,97.95564818469636,9.95220436073301,1019.9977442818696
2010-07-09,25.591647174394236,29.554951549591582,33.47122458799939,79.29995504966404,74.64803351606763,2.959613581335921,1007.4189682080844
2010-07-10,27.01092163206792,31.34427650590237,34.198405497533344,70.21562751697164,51.50564137800639,5.8907382544199995,1014.6137293931603
2010-07-11,29.32907659249819,33.78305420100999,36.087967684070904,64.27847988758428,65.34437189235575,8.85823210452467,1007.9578535735724
2010-07-12,26.78366109954027,30.88623257986526,35.34255729133421,72.29184670875625,59.61941671790635,8.375175749205482,1010.6335405195157
2010-07-13,30.747762391704022,34.038343368949896,36.33694581773402,64.49908755259223,7.6440925908965625,10.360905332202202,1012.2048226845053
2010-07-14,28.51226936539531,31.50297283675071,34.18953510236999,67.53885528494399,69.81325675911667,9.00041053603756,1010.2272020989082
2010-07-15,28.93517844350729,31.995219007212285,34.200974602767765,88.45593886759221,7.613851224545728,3.4030151026333266,1015.8045366650276
2010-07-16,21.907407060193027,25.17695399001912,29.13504372058412,69.74738746443374,22.34474294545002,14.34248081262054,1012.8902596744929
2010-07-17,27.924248288531725,32.895129019461486,35.925817595001746,83.32867422934616,22.525782762885267,11.91794246150019,1014.5040989046762
2010-07-18,25.597459864850144,29.220190458194843,32.63782571599776,73.92898881400811,98.01155880945174,14.926037157548784,1011.2479356836263
2010-07-19,24.9253882934576,28.341603601098477,31.081449984381955,63.729516043359475,81.35799860326586,3.084523444830051,1012.1461648366324
2010-07-20,23.97054815770933,28.32282433493943,31.50554463841926,64.55844511422222,43.61873548590468,10.416225246794639,1012.8826365353644
2010-07-21,23.799887174261528,27.897132765978725,31.122122981320196,84.02068957577208,35.188853061675815,4.206626554681009,1016.5212557995635
2010-07-22,27.479015985094023,30.68321776099458,33.984443654282046,74.0919764687473,58.201422684568804,8.96822738854916,1019.8642866957239
2010-07-23,28.148012084986362,31.919923634935117,35.35784386303704,61.501128928421366,86.53955462516045,7.034357656044883,1014.204733097411
2010-07-24,27.053351428770565,29.29156159355547,34.04410794664071,79.35564809216126,12.82303432981124,13.674026584688038,1005.5940772910722
2010-07-25,29.631624631330915,32.54118099254889,35.41895473004059,83.58630258744283,36.285102549865954,9.785679163994889,1009.746633639756
2010-07-26,30.73347522774914,33.35339700079055,37.22019967812297,82.69867180964675,31.45184986096752,7.098560863973944,1010.2284350029643
2010-07-27,26.602251704425655,30.841443219047388,35.71959207278309,75.1765195252521,62.81423701436271,7.5549149481248,1018.1781452565453
2010-07-28,30.944377295909764,33.47891482066085,36.46408609396182,63.46276954052912,16.189179846440204,11.279268619262004,1006.3101246505262
2010-07-29,22.928962942347596,26.443068023608834,29.98438621984351,87.75711613485582,2.6743540075484686,4.203092176126581,1007.8754045404523
2010-07-30,23.85501747696309,28.08591249550553,31.919973112826007,79.61326499917081,31.360595431405972,11.024767525033143,1018.0828184368985
2010-07-31,29.497893745566234,33.89117210570241,38.35166180634452,62.75876957412643,12.320773648519925,8.872603318387272,1009.7931494363671
2010-08-01,26.397786591697386,31.041868491409748,35.72491398416867,73.1218536500044,45.72106766915762,3.7319264818731424,1008.7824794744608
2010-08-02,26.73746432124997,30.445179338458303,34.29584744439688,77.6785183329954,102.57418322194236,13.325623631295974,1015.5401207565677
2010-08-03,22.672455774124106,26.477954476782834,31.29313390698973,83.47112930893888,33.63643599422386,8.616657236053275,1011.8861015780627
2010-08-04,26.468383141193662,31.32092032006907,34.47760100069199,90.65241098815194,65.6585552601763,6.651634846373722,1008.2522045980566
2010-08-05,29.722110834090465,33.69591922440773,36.24495857247729,60.53754503178035,91.81853649933804,7.964172464114879,1013.5108618000309
2010-08-06,28.445319623392134,33.32979475712621,38.05214101885704,79.62316668065922,76.11347531198042,9.557969973905333,1006.2844801756992
