Min Temperature (°C),Max Temperature (°C),Wind Speed (km/h),Pressure (hPa),Year,Month,DayOfYear,Month_sin,Month_cos,DayOfYear_sin,DayOfYear_cos
28.18522808508497,35.483588264754005,4.845491661891989,1008.2276761216297,2010,3,76,1.0,6.123233995736766e-17,0.9657399376548549,0.2595117970697999
27.14529874063821,33.38193202819099,11.416595926621014,1008.4635739013048,2015,7,191,-0.4999999999999997,-0.8660254037844388,-0.14579919691987442,-0.9893142039703664
24.192073332216538,32.343436217499885,13.39321491959098,1006.0911287976768,2021,9,256,-1.0,-1.8369701987210297e-16,-0.9536809966304455,-0.300819807635668
29.86504892140849,38.603521087632565,5.919141134938048,1009.2196069751294,2020,3,73,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494745
10.827808433545709,19.119473400234767,10.695754099079338,1010.326180043983,2022,2,54,0.8660254037844386,0.5000000000000001,0.8013610881746766,0.5981809144059165
23.73883979935233,30.50231330093458,2.2012541601929123,1018.2071879607872,2013,8,235,-0.8660254037844385,-0.5000000000000004,-0.7856498550787144,-0.6186714032625032
28.85075879235119,36.26284214215301,12.719963343659312,1014.5221495692134,2016,9,260,-1.0,-1.8369701987210297e-16,-0.9721181966290612,-0.23449138957041052
24.24317667947397,32.11508691216857,10.08226610165912,1016.270920126472,2014,7,197,-0.4999999999999997,-0.8660254037844388,-0.24702218048093527,-0.9690098257244063
23.57382063749156,30.02244159924692,3.893673097403136,1006.9592210197997,2022,10,296,-0.8660254037844386,0.5000000000000001,-0.9275416835791965,0.3737197147904692
32.10843341839755,40.08992712096956,14.03432545032451,1010.363151396726,2016,3,85,1.0,6.123233995736766e-17,0.994217906893952,0.10738134666416309
27.83294152169288,34.96426977904086,5.9821354207576825,1017.9434701150936,2012,10,281,-0.8660254037844386,0.5000000000000001,-0.9922222094179324,0.12447926388678869
26.417187111161144,34.693348913020195,6.103003338903152,1019.0058246384176,2012,10,300,-0.8660254037844386,0.5000000000000001,-0.8996308696522434,0.4366512319560638
12.350052931045262,18.40933815945305,2.2971713529487765,1007.8110073924954,2016,2,43,0.8660254037844386,0.5000000000000001,0.6744436188329455,0.7383263540031065
30.433606743607747,36.44819642485077,2.354721271408017,1016.0318458318249,2012,4,99,0.8660254037844387,-0.4999999999999998,0.9911140639934547,-0.1330147065341959
34.03044738938088,40.81021066922067,4.452333392148866,1018.874968408679,2024,4,115,0.8660254037844387,-0.4999999999999998,0.9175836260593937,-0.39754281428255595
33.19891888744047,39.40386293237125,4.554830358499254,1010.6654533770742,2010,4,97,0.8660254037844387,-0.4999999999999998,0.9951053111006976,-0.09882013873287143
25.72001457150032,33.12375778067948,12.881300964063277,1011.9818189811826,2021,11,330,-0.5000000000000004,0.8660254037844384,-0.5667017562911184,0.8239230057575536
28.13967837594176,35.722346314292444,7.406313844486298,1009.2010631908224,2022,9,257,-1.0,-1.8369701987210297e-16,-0.9587178169872964,-0.2843591872810036
25.07973694051936,33.34689304721402,8.56600540744257,1009.28445501951,2017,11,330,-0.5000000000000004,0.8660254037844384,-0.5667017562911184,0.8239230057575536
31.20795753923632,38.76557425381507,4.681700127390462,1006.0510637252318,2011,9,257,-1.0,-1.8369701987210297e-16,-0.9587178169872964,-0.2843591872810036
22.409478352969053,28.70091491322484,5.616436798479596,1015.0247752142012,2011,7,202,-0.4999999999999997,-0.8660254037844388,-0.3294084822245302,-0.9441875088341994
31.49909837550495,39.51224039339341,10.428403389730756,1014.3532097747678,2011,6,179,1.2246467991473532e-16,-1.0,0.06021327736579302,-0.9981855344718586
28.136572170182077,36.01325118026099,11.228436612747284,1019.2530436263162,2024,10,276,-0.8660254037844386,0.5000000000000001,-0.9992500112396835,0.03872228089217399
19.01453649925372,25.520793769056965,7.856105914788866,1007.3647640828724,2010,2,52,0.8660254037844386,0.5000000000000001,0.7802958510707755,0.6254105729852463
30.782538416625112,37.94588305966167,3.753481619585583,1011.2534121861668,2013,5,136,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722
20.179652127425925,25.549099343744334,4.300275420043517,1015.7299480759036,2020,2,35,0.8660254037844386,0.5000000000000001,0.5667017562911176,0.8239230057575542
18.968185511236168,27.277378301562912,3.158883887688006,1008.1899298495254,2012,1,16,0.49999999999999994,0.8660254037844387,0.2719581575341055,0.9623090774541486
20.200085355286152,26.800897059879784,7.923489171922111,1015.1459900794276,2023,1,14,0.49999999999999994,0.8660254037844387,0.2386727660059501,0.9711000518829505
27.143318661039988,31.832445117729144,14.577397974761569,1013.68440286664,2017,11,317,-0.5000000000000004,0.8660254037844384,-0.7354170229639858,0.6776147890466887
24.857847463612718,30.776054052122443,7.387714425556092,1016.7268241375632,2013,10,275,-0.8660254037844386,0.5000000000000001,-0.9997685019798909,0.021516097436222233
28.93517844350729,34.200974602767765,3.403015102633326,1015.8045366650276,2010,7,196,-0.4999999999999997,-0.8660254037844388,-0.23030567023061196,-0.973118337233262
27.93057164794364,34.74265335324242,13.603247676291504,1013.7306488981548,2021,8,242,-0.8660254037844385,-0.5000000000000004,-0.8543221697498269,-0.5197438121555157
24.811046010205917,29.453305103440098,13.604664106380095,1013.4868374147328,2016,11,327,-0.5000000000000004,0.8660254037844384,-0.6084768701151264,0.7935716089521472
25.57746317919351,32.404488814933025,4.301222346547656,1013.0945549781133,2018,10,276,-0.8660254037844386,0.5000000000000001,-0.9992500112396835,0.03872228089217399
33.518960405725664,39.4596933645504,2.595649169497545,1015.2462337969898,2012,3,73,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494745
26.51207184245005,34.15021959783336,12.460137432440224,1009.9093899576144,2019,11,317,-0.5000000000000004,0.8660254037844384,-0.7354170229639858,0.6776147890466887
28.3606780182074,33.61742176030931,7.25177595060223,1009.32711211636,2019,5,121,0.49999999999999994,-0.8660254037844387,0.8717063187093218,-0.4900286664290592
24.507708903300664,31.64278512469313,14.468295791113446,1016.4349931376104,2019,6,153,1.2246467991473532e-16,-1.0,0.48627270710868997,-0.8738071036110808
20.786367870150254,28.35656962128886,12.53624760386004,1012.6536631201828,2019,9,268,-1.0,-1.8369701987210297e-16,-0.9951053111006974,-0.09882013873287211
28.813691241157628,34.537405370161125,3.042250500437311,1006.96267959322,2018,5,142,0.49999999999999994,-0.8660254037844387,0.6420547132365637,-0.766658819300159
20.92582890724667,27.913732603535827,2.1920119094140844,1013.788215063298,2019,8,215,-0.8660254037844385,-0.5000000000000004,-0.5307300481619331,-0.8475409228928312
31.65100288229788,37.682793954494485,10.213506627840262,1009.4042577257968,2016,3,74,1.0,6.123233995736766e-17,0.9562348265919056,0.29260033563334836
16.301461912621434,21.283229101753665,14.466925630809532,1018.7098163158872,2014,2,53,0.8660254037844386,0.5000000000000001,0.7909456567567772,0.6118864012687243
22.09664203683765,30.40814862336752,6.140961239894216,1006.0966364370856,2011,10,280,-0.8660254037844386,0.5000000000000001,-0.994217906893952,0.10738134666416306
24.16975102927806,30.462562283066596,4.73437905984051,1007.059568081566,2013,11,316,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642866
34.94175333787977,44.68853197292743,6.156568230726018,1018.9830667844376,2021,4,93,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114
27.57437013711664,33.67387420430927,2.6888103175126874,1005.8232288345534,2018,8,214,-0.8660254037844385,-0.5000000000000004,-0.5160623910158526,-0.8565509959010037
29.793718339248024,35.757416839639205,4.010873015283087,1015.182267078072,2010,5,121,0.49999999999999994,-0.8660254037844387,0.8717063187093218,-0.4900286664290592
27.88220950079489,32.772009130752934,13.905736617883049,1018.1481638417704,2016,9,267,-1.0,-1.8369701987210297e-16,-0.9932568492674143,-0.11593459959550066
29.43659638718025,34.30619358576369,7.690729252556415,1015.4538450188948,2016,8,216,-0.8660254037844385,-0.5000000000000004,-0.5452404385406507,-0.8382797052177745
20.42756399923282,27.10587505789792,3.8051880313201374,1009.3785209963856,2022,12,363,-2.4492935982947064e-16,1.0,-0.034421611622745804,0.9994074007397048
12.46201353983799,20.043410141684973,12.20717236111066,1009.5817017007976,2022,2,41,0.8660254037844386,0.5000000000000001,0.6486295610349814,0.7611042586607747
18.23632874400823,24.27065949580324,3.0910747347752627,1013.852314271972,2017,1,28,0.49999999999999994,0.8660254037844387,0.4635502709028509,0.886070621534138
28.349833253641474,35.6737117002662,4.889444545696896,1008.0147576919796,2016,5,133,0.49999999999999994,-0.8660254037844387,0.7526668275320085,-0.6584015846980488
28.781734756965097,35.666573657545925,6.482440972747597,1018.4827730781416,2021,9,253,-1.0,-1.8369701987210297e-16,-0.9368813462954315,-0.34964745525122826
24.91045696922481,31.17998855693039,7.477510802738288,1008.8572682029786,2022,11,323,-0.5000000000000004,0.8660254037844384,-0.661634618242279,0.749826401204568
29.092186505170808,35.78159337849112,4.815318110362885,1013.330654778046,2017,6,172,1.2246467991473532e-16,-1.0,0.1797665857255624,-0.9837092937736097
33.98028893865432,41.3496795703659,5.533053714682011,1005.0320317639264,2010,5,135,0.49999999999999994,-0.8660254037844387,0.7295575540864875,-0.6839194216246106
16.622596041840943,24.682228397364,10.971267917527712,1015.0613569770557,2018,1,24,0.49999999999999994,0.8660254037844387,0.401487989205973,0.9158642882672872
26.75009449561593,32.700421124354314,3.891784076487699,1017.9262850419884,2016,7,204,-0.4999999999999997,-0.8660254037844388,-0.3617137307297674,-0.9322892131745134
28.152634008886206,35.17285114465064,6.262690494260863,1018.391952713535,2014,8,243,-0.8660254037844385,-0.5000000000000004,-0.8631421280499115,-0.5049610547215202
26.15215772042236,35.05906363957561,10.06454815630848,1011.6887529303398,2011,5,147,0.49999999999999994,-0.8660254037844387,0.5737722679043246,-0.8190148866680801
33.249714905258266,41.62538879625207,11.290280951584476,1014.30350507141,2010,3,63,1.0,6.123233995736766e-17,0.8840675099433636,0.4673592171580022
19.64531868940593,26.411957937203887,11.69040167478888,1012.7705013713976,2022,1,11,0.49999999999999994,0.8660254037844387,0.1882267098432442,0.9821256058680006
15.257266723673808,21.600905366339948,3.4884863630246103,1011.0129495689264,2014,2,47,0.8660254037844386,0.5000000000000001,0.7236440382959124,0.6901733882429719
22.667519199887465,29.03067428435861,7.758428997547983,1010.6661944436804,2023,9,251,-1.0,-1.8369701987210297e-16,-0.9242907221930934,-0.3816892202666586
12.034111746806415,17.931425158519964,7.705199108794894,1017.2395531610422,2023,1,15,0.49999999999999994,0.8660254037844387,0.255353295116187,0.9668478136052775
35.5198999899274,40.20500557960464,3.5581432665333543,1007.2652211730204,2010,5,123,0.49999999999999994,-0.8660254037844387,0.854322169749827,-0.5197438121555155
14.98095514425702,22.501809233582986,12.45631848389442,1005.0354701197688,2016,2,34,0.8660254037844386,0.5000000000000001,0.5524353131676196,0.8335557718385699
16.79748012494249,22.931334158939706,9.336589147707397,1016.738004722131,2022,2,48,0.8660254037844386,0.5000000000000001,0.7354170229639855,0.6776147890466889
30.449157218603453,35.02350374278906,2.196238771521978,1008.3348955769836,2019,5,151,0.49999999999999994,-0.8660254037844387,0.5160623910158528,-0.8565509959010036
28.63864432527612,37.16352800484817,10.766689924387691,1016.7854172498731,2024,7,209,-0.4999999999999997,-0.8660254037844388,-0.4405187843504952,-0.8977433935342336
25.46744292127178,31.80214911886505,6.6939756346937,1017.8719966853332,2011,7,203,-0.4999999999999997,-0.8660254037844388,-0.3456123126707333,-0.9383773917408642
21.485103969333984,26.33107019017121,11.167712443593068,1006.0013626136936,2017,1,29,0.49999999999999994,0.8660254037844387,0.47873384011578846,0.8779600847008882
23.14169389236144,28.297761405223213,13.754431733487662,1014.8151860987318,2020,6,169,1.2246467991473532e-16,-1.0,0.23030567023061221,-0.9731183372332619
35.08361662067636,41.40479510518276,9.839236859129736,1017.274181286822,2012,5,135,0.49999999999999994,-0.8660254037844387,0.7295575540864875,-0.6839194216246106
32.8333960740279,37.8763476119497,9.12200000273278,1009.8024489405792,2021,5,136,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722
35.23288190240559,43.33974289514036,10.345511166311097,1018.1675203380944,2020,5,122,0.49999999999999994,-0.8660254037844387,0.8631421280499114,-0.5049610547215204
23.60447074915356,29.02740565642454,4.0433981222257485,1018.4698245948138,2022,10,304,-0.8660254037844386,0.5000000000000001,-0.8674563547295971,0.4975132889071803
17.81821658524722,24.00021077344139,14.421342543184378,1009.7435500017448,2013,12,353,-2.4492935982947064e-16,1.0,-0.20510449986861926,0.9787400799669153
28.402747303777492,34.805513519369704,13.027596908888542,1018.3578103959946,2016,9,249,-1.0,-1.8369701987210297e-16,-0.9106046300942162,-0.41327860778290443
15.020070512590678,21.80095444798673,13.851055479865613,1014.734137934564,2011,12,356,-2.4492935982947064e-16,1.0,-0.154308820664281,0.9880226656636976
25.494143395312644,30.51337098948119,4.093585781008047,1013.0608435920896,2018,11,325,-0.5000000000000004,0.8660254037844384,-0.6354323008901775,0.7721565844991641
31.505199097294096,37.66113662889415,7.163478494806092,1011.0594935070168,2017,4,95,0.8660254037844387,-0.4999999999999998,0.9979171608653922,-0.06450844944931623
22.76492518683276,30.210789487050118,2.1734378625985977,1008.7760929984968,2019,11,321,-0.5000000000000004,0.8660254037844384,-0.6870527672236675,0.7266075247685652
24.033164804416224,32.933974580261335,12.748545189802382,1017.0096915324472,2011,8,238,-0.8660254037844385,-0.5000000000000004,-0.8165380514459157,-0.5772916165517278
21.34216164309371,30.97466067006553,11.103736120079098,1010.594576321556,2015,11,321,-0.5000000000000004,0.8660254037844384,-0.6870527672236675,0.7266075247685652
21.387598092026344,30.625476382969246,7.231858309041519,1017.5800799584604,2016,9,274,-1.0,-1.8369701987210297e-16,-0.9999907397361901,0.004303538296243821
21.310361561483205,28.993652099309973,6.182338088690295,1013.152199362327,2024,12,353,-2.4492935982947064e-16,1.0,-0.20510449986861926,0.9787400799669153
18.589983953951,26.61585080285892,4.404551104300914,1008.7135393782312,2016,12,336,-2.4492935982947064e-16,1.0,-0.4787338401157883,0.8779600847008883
13.721888377873054,20.24093398556938,3.8010515842364407,1016.7598323358131,2014,1,31,0.49999999999999994,0.8660254037844387,0.5086709438521044,0.8609610158889943
27.999603165748304,37.55569313214924,12.840004105643963,1005.9010418379046,2021,4,102,0.8660254037844387,-0.4999999999999998,0.9829265519799822,-0.18399835165768005
27.59124839934724,34.02649121386104,4.894824946518208,1007.6409897389622,2010,11,319,-0.5000000000000004,0.8660254037844384,-0.711656622281775,0.7025274741691566
27.17827044939009,34.5213464105143,8.31059874045806,1006.4799401864316,2013,6,177,1.2246467991473532e-16,-1.0,0.09453674981719912,-0.9955213724144752
26.0627183587452,32.59202862781545,9.833701935649376,1009.7970651513318,2010,10,275,-0.8660254037844386,0.5000000000000001,-0.9997685019798909,0.021516097436222233
18.61262601179103,25.44652080479241,11.080948297995365,1012.6953374702252,2023,2,45,0.8660254037844386,0.5000000000000001,0.699458327051647,0.7146733860429609
24.85520109580618,32.18669271423762,12.04278690616002,1008.6127875159804,2022,8,238,-0.8660254037844385,-0.5000000000000004,-0.8165380514459157,-0.5772916165517278
16.1631444764011,22.174657183186547,5.469393748054793,1018.6830421647736,2020,12,360,-2.4492935982947064e-16,1.0,-0.0859647987374467,0.9962981749346077
21.594368830415604,29.669344470490508,8.57288139557065,1011.0642655124705,2020,9,245,-1.0,-1.8369701987210297e-16,-0.8800122039735356,-0.4749510720670502
25.57728025328615,32.69795953254204,9.87057103912499,1011.1139296867146,2014,5,135,0.49999999999999994,-0.8660254037844387,0.7295575540864875,-0.6839194216246106
27.91726396463829,36.25602209665886,6.377225230859331,1007.30489668616,2020,6,162,1.2246467991473532e-16,-1.0,0.3456123126707335,-0.9383773917408641
22.232170766123204,29.46057481298303,14.294239007862872,1014.3017378096714,2021,10,297,-0.8660254037844386,0.5000000000000001,-0.9209712877166347,0.38963044953078774
25.196574461870885,34.796272262285186,8.94131559527428,1014.709435233592,2024,6,171,1.2246467991473532e-16,-1.0,0.19667288979357647,-0.980469160361632
29.105336751805037,35.16090802461997,13.970570796704989,1018.741555872992,2010,10,296,-0.8660254037844386,0.5000000000000001,-0.9275416835791965,0.3737197147904692
13.139529374262011,19.377668402348647,11.97539127024752,1019.3909197123184,2016,1,25,0.49999999999999994,0.8660254037844387,0.4171936026123168,0.9088176373395029
21.950890454174143,30.625297822905868,10.234483699060778,1015.3705610593498,2014,6,174,1.2246467991473532e-16,-1.0,0.1457991969198751,-0.9893142039703663
27.401121550785216,33.29638320615696,11.162595476117197,1017.3407999535028,2010,10,299,-0.8660254037844386,0.5000000000000001,-0.9070138128026362,0.42110087079608916
31.128851745331183,38.771953445234814,7.910305996804395,1009.3818858827108,2010,3,69,1.0,6.123233995736766e-17,0.9275416835791966,0.37371971479046906
13.27350387428378,21.62094991260116,7.851622644385038,1015.6456438050196,2012,1,7,0.49999999999999994,0.8660254037844387,0.1202080448993527,0.9927487224577402
26.53722205867789,32.90358028500888,8.967832032556036,1019.896513337023,2015,10,278,-0.8660254037844386,0.5000000000000001,-0.9973249731081555,0.07309512989807776
26.11240230290729,33.35788491464969,8.674852742865859,1010.6104272366516,2018,10,287,-0.8660254037844386,0.5000000000000001,-0.9741004551724206,0.22611568550828803
23.63909566706784,29.73982953763139,10.521431720602468,1011.5136965766926,2024,7,208,-0.4999999999999997,-0.8660254037844388,-0.42500033996955394,-0.9051931898913975
32.02618687421594,36.997653765633686,11.92297713770008,1016.8930285574444,2010,5,151,0.49999999999999994,-0.8660254037844387,0.5160623910158528,-0.8565509959010036
15.77865950289577,22.21435595967943,13.745325827569438,1017.5881950468626,2012,1,27,0.49999999999999994,0.8660254037844387,0.4482293417404106,0.893918596519257
28.51262660808001,35.06211146194006,10.609343399967496,1011.1127694709994,2024,7,213,-0.4999999999999997,-0.8660254037844388,-0.5012418134457756,-0.8653072543632061
14.88132066621241,20.634575424202108,9.102917857145616,1005.8270434648492,2019,1,19,0.49999999999999994,0.8660254037844387,0.3212696616923644,0.9469877530760753
21.17320539202767,28.23464299844554,6.374918560842421,1017.682386532982,2014,2,52,0.8660254037844386,0.5000000000000001,0.7802958510707755,0.6254105729852463
23.90981703995751,31.17331981678005,9.832138328052505,1014.8905827276768,2023,6,177,1.2246467991473532e-16,-1.0,0.09453674981719912,-0.9955213724144752
29.96824440014913,36.700926755001305,2.6395955002843503,1005.0281908809728,2015,4,93,0.8660254037844387,-0.4999999999999998,0.9995462806873573,-0.030120304846908114
20.41875201830441,25.166487423127137,5.794231447810589,1010.709967257973,2011,1,12,0.49999999999999994,0.8660254037844387,0.2051044998686192,0.9787400799669153
22.17403024167089,30.480245638249603,3.1870576292490407,1006.6141336847264,2013,11,326,-0.5000000000000004,0.8660254037844384,-0.622046748440868,0.7829801036770624
32.49283336798223,39.64415774962604,12.127012782370477,1018.8778056438032,2012,5,130,0.49999999999999994,-0.8660254037844387,0.7856498550787147,-0.6186714032625031
37.38369235024509,43.56348399633241,12.934585107146871,1012.6314672415634,2019,4,119,0.8660254037844387,-0.4999999999999998,0.8880573226294932,-0.45973273945210397
26.89454834678996,33.48915532811969,6.216853302094803,1017.3215550743906,2023,11,317,-0.5000000000000004,0.8660254037844384,-0.7354170229639858,0.6776147890466887
12.650545220021732,20.499529023503893,4.9414840094073815,1017.6930826072196,2011,1,14,0.49999999999999994,0.8660254037844387,0.2386727660059501,0.9711000518829505
24.73724349707121,33.0168042068185,8.358029157526646,1018.7307915550388,2020,11,327,-0.5000000000000004,0.8660254037844384,-0.6084768701151264,0.7935716089521472
10.473191193901505,18.38381781918046,2.822433060132358,1009.6600387483288,2022,1,17,0.49999999999999994,0.8660254037844387,0.288482432880609,0.9574851883550393
32.97557551308681,40.29407867889002,7.20212251933256,1014.004691728182,2016,3,87,1.0,6.123233995736766e-17,0.9973249731081555,0.07309512989807777
26.79692334521403,34.32910201202524,4.96009644959287,1009.3378448302274,2024,8,233,-0.8660254037844385,-0.5000000000000004,-0.7638886127905429,-0.64534811322955
34.539025177988336,41.98345862872477,7.242287572532559,1005.9147081397936,2015,3,69,1.0,6.123233995736766e-17,0.9275416835791966,0.37371971479046906
27.226020232278756,35.14584001745747,5.621004690619346,1016.8274740591036,2018,3,74,1.0,6.123233995736766e-17,0.9562348265919056,0.29260033563334836
32.31522128489944,39.544667724435705,13.228982260876586,1005.4690030706828,2012,4,112,0.8660254037844387,-0.4999999999999998,0.9368813462954315,-0.3496474552512284
20.78457461129564,27.885746987918925,13.83077812781093,1007.6458230860146,2018,12,348,-2.4492935982947064e-16,1.0,-0.2884824328806098,0.9574851883550389
23.571197195732164,29.95782380470653,14.333677603253165,1008.668150241656,2016,8,230,-0.8660254037844385,-0.5000000000000004,-0.7295575540864876,-0.6839194216246105
28.46279807501772,33.49256293586409,13.825640225285625,1007.5062397068432,2010,6,176,1.2246467991473532e-16,-1.0,0.11165900712169512,-0.993746580436178
18.61701072226485,27.62124902946234,9.99901922927756,1011.8186330819811,2016,1,4,0.49999999999999994,0.8660254037844387,0.06880242680231986,0.9976303053065857
29.475885664099653,36.91268751195862,11.403404207987624,1006.1406811628124,2012,7,198,-0.4999999999999997,-0.8660254037844388,-0.2636654927280072,-0.9646141756912435
23.27761164315518,29.467877124333164,3.4065732313182817,1010.356909875722,2017,7,194,-0.4999999999999997,-0.8660254037844388,-0.19667288979357622,-0.9804691603616321
13.031052256000311,20.17487416682289,3.5011026523704523,1011.3558207475214,2010,2,46,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.7025274741691571
30.51725083822634,35.0840694579032,6.659752646757177,1010.980407665721,2013,6,165,1.2246467991473532e-16,-1.0,0.29671281927349075,-0.9549667548552551
13.838617593029904,20.8551031523673,12.94718746471095,1011.6649586406652,2013,1,1,0.49999999999999994,0.8660254037844387,0.017213356155834685,0.9998518392091162
32.62054364807837,40.626858751014645,2.7112664980713403,1013.1787801437372,2017,5,127,0.49999999999999994,-0.8660254037844387,0.8165380514459161,-0.5772916165517272
30.09967513546268,35.76355413292861,12.876740520185738,1015.1365711072216,2014,3,78,1.0,6.123233995736766e-17,0.9741004551724205,0.22611568550828828
27.04425123924217,33.981200301633805,14.870793811336815,1017.1589541809216,2022,10,280,-0.8660254037844386,0.5000000000000001,-0.994217906893952,0.10738134666416306
13.773456912346424,22.7215402956962,10.890265490059136,1018.6321515248848,2022,12,357,-2.4492935982947064e-16,1.0,-0.13727877211326517,0.9905324521322227
